,APD,drug concentration,qNet
0,262.7,0.1,0.068961556839418
1,264,0.152830673265877,0.068598394058927
2,265.9,0.233572146909012,0.06805534926988
3,268.8,0.356969884682606,0.067248658081864
4,273.1,0.545559478116852,0.066062386320551
5,279.5,0.833782223471789,0.064346133261948
6,288.5,1.27427498570313,0.061918272689468
7,301.4,1.94748303990876,0.058590207796491
8,318.9,2.97635144163132,0.054215116123175
9,342,4.54877794700378,0.048761643531864
10,371.1,6.95192796177561,0.042374419745307
11,406.2,10.6246783089404,0.035377293413479
12,446.5,16.2377673918872,0.028185327559206
13,490.6,24.8162892283682,0.021167072454975
14,537.1,37.9269019073225,0.014499345700988
15,584.7,57.9639395338497,0.007934485243506
16,632.4,88.5866790410082,-0.023574754127957
17,679.4,135.387618002254,-0.019819921596514
18,1000,206.913808111479,-0.018905485219303
19,1000,316.227766016838,-0.036680937038797
